"synsetid","sampleid","sample"
"300568959","1","the uncoupled caboose rolled down the incline"
"300569090","1","knew her fears were ultimately conquerable"
"300569568","1","a tribute to his courage...and his unconquerable will"
"300569568","2","faced unconquerable difficulties"
"300569918","1","an impregnable argument"
"300569918","2","impregnable self-confidence"
"300570322","1","an invincible army"
"300570322","2","her invincible spirit"
"300570590","1","remained conscious during the operation"
"300570590","2","conscious of his faults"
"300570590","3","became conscious that he was being followed"
"300570991","1","self-conscious awareness"
"300570991","2","self-conscious about their roles as guardians of the social values"
"300571424","1","sentient of the intolerable load"
"300571424","2","a boy so sentient of his surroundings"
"300571643","1","lay unconscious on the floor"
"300572060","1","the boxer was out cold"
"300572060","2","pass out cold"
"300572202","1","a comatose patient"
"300572392","1","fine innocent weather"
"300572534","1","he lay insensible where he had fallen"
"300572534","2","drugged and senseless"
"300572845","1","nonconscious psychic processes"
"300573225","1","a life consecrated to science"
"300573225","2","the consecrated chapel"
"300573225","3","a chapel dedicated to the dead of World War II"
"300573542","1","an ordained priest"
"300573666","1","votive prayers"
"300573770","1","many desecrated shrines and cemeteries"
"300574114","1","priestly dedication to the people of his parish"
"300574308","1","unpriestly behavior"
"300574744","1","employers are looking for buttoned-up types"
"300576423","1","socialized ownership"
"300576423","2","socialized medicine"
"300576680","1","testimony consistent with the known facts"
"300576680","2","I have decided that the course of conduct which I am following is consistent with my sense of responsibility as president in time of war"
"300577122","1","salaries agreeable with current trends"
"300577122","2","plans conformable with your wishes"
"300577122","3","expressed views concordant with his background"
"300577405","1","pursuant to our agreement"
"300577405","2","pursuant to the dictates of one's conscience"
"300577920","1","inconsistent statements cannot both be true at the same time"
"300577920","2","inconsistent with the roadmap"
"300578234","1","the figures are at odds with our findings"
"300578234","2","contradictory attributes of unjust justice and loving vindictiveness"
"300578662","1","the golfer hit the ball well but his putting was spotty"
"300578831","1","a description unconformable to previous accounts"
"300578960","1","two unreconciled accountings"
"300579084","1","a tower conspicuous at a great distance"
"300579084","2","wore conspicuous neckties"
"300579084","3","made herself conspicuous by her exhibitionistic preening"
"300579498","1","eye-catching posters"
"300579622","1","a big figure in the movement"
"300579622","2","big man on campus"
"300579622","3","he's very large in financial circles"
"300579622","4","a prominent citizen"
"300579881","1","bold handwriting"
"300579881","2","a figure carved in bold relief"
"300579881","3","a bold design"
"300580039","1","a crying shame"
"300580039","2","an egregious lie"
"300580039","3","flagrant violation of human rights"
"300580039","4","a glaring error"
"300580039","5","gross ineptitude"
"300580039","6","gross injustice"
"300580039","7","rank treachery"
"300580346","1","a featured actor"
"300580346","2","a featured item at the sale"
"300580497","1","they were much in evidence during the fighting"
"300580497","2","she made certain that her engagement ring was in evidence"
"300580684","1","a marked man"
"300580805","1","an outstanding fact of our time is that nations poisoned by anti semitism proved less fortunate in regard to their own freedom"
"300580805","2","a new theory is the most prominent feature of the book"
"300580805","3","salient traits"
"300580805","4","a spectacular rise in prices"
"300580805","5","a striking thing about Picadilly Circus is the statue of Eros in the center"
"300580805","6","a striking resemblance between parent and child"
"300581401","1","he pushed the string through an inconspicuous hole"
"300581401","2","the invisible man"
"300581637","1","an unnoticeable cigarette burn on the carpet"
"300581637","2","an obscure flaw"
"300581812","1","things happen in the earth and sky with no discernible cause"
"300581812","2","the newspaper reports no discernible progress in the negotiations"
"300581812","3","the skyline is easily discernible even at a distance of several miles"
"300582164","1","an indiscernible increase in temperature"
"300582314","1","only the shine of their metal was distinguishable in the gloom"
"300582314","2","a project distinguishable into four stages of progress"
"300582314","3","distinguishable differences between the twins"
"300582636","1","differentiable species"
"300582762","1","discriminable faults"
"300582876","1","the two specimens are actually different from each other but the differences are almost indistinguishable"
"300582876","2","the twins were indistinguishable"
"300582876","3","a colorless person quite indistinguishable from the colorless mass of humanity"
"300583239","1","a man constant in adherence to his ideals"
"300583239","2","a constant lover"
"300583239","3","constant as the northern star"
"300583581","1","a steadfast ally"
"300583581","2","a staunch defender of free speech"
"300583581","3","unswerving devotion"
"300583581","4","unswerving allegiance"
"300583842","1","unfailing loyalty"
"300583842","2","unfailing good spirits"
"300583842","3","unflagging courtesy"
"300583990","1","inconstant affections"
"300583990","2","an inconstant lover"
"300583990","3","swear not by...the inconstant moon"
"300584403","1","a false friend"
"300584403","2","when lovers prove untrue"
"300584626","1","fickle friends"
"300584626","2","a flirt's volatile affections"
"300584820","1","constructive criticism"
"300584820","2","a constructive attitude"
"300584820","3","a constructive philosophy"
"300584820","4","constructive permission"
"300585202","1","creative work"
"300585398","1","a formative influence"
"300585398","2","a formative experience"
"300585597","1","a formative zone in developing bone"
"300585856","1","reconstructive surgery"
"300585856","2","rehabilitative exercises"
"300586183","1","a policy that is destructive to the economy"
"300586183","2","destructive criticism"
"300586617","1","possessing annihilative power"
"300586617","2","a devastating hurricane"
"300586617","3","the guns opened a withering fire"
"300586883","1","the blasting effects of the intense cold on the budding fruit"
"300586883","2","the blasting force of the wind blowing sharp needles of sleet in our faces"
"300586883","3","a ruinous war"
"300587193","1","cataclysmic nuclear war"
"300587193","2","a cataclysmic earthquake"
"300587697","1","a crushing blow"
"300587697","2","a crushing rejection"
"300587697","3","bone-crushing"
"300587890","1","negative criticism"
"300588062","1","the erosive effects of waves on the shoreline"
"300588425","1","a ravaging illness"
"300588535","1","soul-destroying labor"
"300588655","1","when wasteful war shall statues overturn"
"300588797","1","a contented smile"
"300589067","1","he had become complacent after years of success"
"300589067","2","his self-satisfied dignity"
"300589344","1","a satisfied customer"
"300589448","1","a smug glow of self-congratulation"
"300589624","1","saw many discontent faces in the room"
"300589624","2","was discontented with his position"
"300590782","1","the crisis proved his confidence was shakable"
"300591147","1","demonstrable truths"
"300591513","1","an ironclad contract"
"300591513","2","a watertight alibi"
